"","mean","sd","median","lower2.5","upper97.5","diff"
"weightX[18,2]",0.02268,0.02121,0.01687,0.00071,0.08253,1
"weightX[19,2]",0.02346,0.02119,0.01717,0.00058,0.07664,1
"weightX[20,2]",0.02487,0.0227,0.01852,0.00068,0.08611,1
"weightX[21,2]",0.02731,0.02635,0.01963,0.00081,0.09672,1
"weightX[22,2]",0.0262,0.02622,0.01787,0.00057,0.09921,1
"weightX[23,2]",0.03061,0.02851,0.02253,0.00098,0.10241,1
"weightX[24,2]",0.03133,0.02771,0.02387,0.00093,0.10471,1
"weightX[25,2]",0.0286,0.02655,0.02131,0.00071,0.09786,1
"weightX[26,2]",0.03024,0.03033,0.02135,0.00089,0.11221,1
"weightX[27,2]",0.02358,0.02231,0.01721,0.00079,0.08162,1
"weightX[28,2]",0.02214,0.02083,0.01583,0.00067,0.0795,1
"weightX[29,2]",0.02244,0.02084,0.01646,0.00052,0.07527,1
"weightX[30,2]",0.0258,0.02248,0.01972,0.00094,0.08179,1
"weightX[31,2]",0.02983,0.02775,0.02124,0.00086,0.10285,1
"weightX[32,2]",0.02478,0.02342,0.01733,0.00073,0.08685,1
"weightX[33,2]",0.0235,0.02239,0.01726,0.00048,0.08446,1
"weightX[34,2]",0.02739,0.02592,0.0204,0.00076,0.09721,1
"weightX[35,2]",0.02999,0.02673,0.02281,0.00073,0.09863,1
"weightX[36,2]",0.02617,0.02589,0.01826,0.00066,0.09549,1
"weightX[37,2]",0.02215,0.02007,0.01678,0.00067,0.0714,1
"weightX[38,2]",0.02514,0.02436,0.01794,0.00075,0.09207,1
"yr.w[1,1]",0.28022,0.06817,0.27742,0.15583,0.42359,1
"yr.w[2,1]",0.33422,0.06907,0.33172,0.2093,0.47549,1
"yr.w[3,1]",0.16589,0.05656,0.1603,0.0698,0.28693,1
"yr.w[4,1]",0.10697,0.04591,0.10186,0.03388,0.20581,1
"yr.w[5,1]",0.11269,0.04829,0.1075,0.03535,0.2156,1
"yr.w[1,2]",0.26505,0.07491,0.25962,0.13238,0.41996,1
"yr.w[2,2]",0.34233,0.07803,0.343,0.19008,0.49472,1
"yr.w[3,2]",0.166,0.05961,0.15973,0.06832,0.30088,1
"yr.w[4,2]",0.1144,0.05177,0.10744,0.03593,0.23256,1
"yr.w[5,2]",0.11222,0.05122,0.10541,0.0333,0.23242,1
