"","mean","sd","median","lower2.5","upper97.5","diff"
"a[5,77]",0.41524,0.03829,0.42909,0.33638,0.47024,1
"a[1,78]",0.23813,0.03702,0.25394,0.17787,0.28951,1
"a[2,78]",0.00298,0.00206,0.00271,-0.00133,0.00765,0
"a[3,78]",-0.02333,0.01442,-0.02139,-0.05777,0.00279,0
"a[4,78]",0.00038,0.00192,-4e-05,-0.00394,0.00423,0
"a[5,78]",0.41526,0.03796,0.42841,0.33766,0.46833,1
"a[1,79]",0.2382,0.03731,0.25436,0.17776,0.29151,1
"a[2,79]",0.00301,0.00205,0.00271,-0.00102,0.00768,0
"a[3,79]",-0.02393,0.01422,-0.02221,-0.05832,0.00013,0
"a[4,79]",0.00038,0.00194,-4e-05,-0.00412,0.00427,0
"a[5,79]",0.41542,0.03808,0.42918,0.33554,0.46958,1
"a[1,80]",0.23843,0.03738,0.2537,0.17846,0.29315,1
"a[2,80]",0.00303,0.00205,0.00278,-0.0012,0.00764,0
"a[3,80]",-0.02352,0.01398,-0.02168,-0.05484,0.0012,0
"a[4,80]",0.00033,0.00199,-4e-05,-0.0043,0.00404,0
"a[5,80]",0.4157,0.03751,0.42868,0.34061,0.4685,1
"a[1,81]",0.23896,0.03749,0.25475,0.17821,0.29346,1
"a[2,81]",0.00298,0.00208,0.00271,-0.00126,0.00775,0
"a[3,81]",-0.02348,0.01421,-0.02165,-0.05571,0.00137,0
"a[4,81]",0.00037,0.00195,-4e-05,-0.00409,0.00421,0
"a[5,81]",0.41464,0.03862,0.42906,0.33481,0.46911,1
"a[1,82]",0.2387,0.03719,0.25432,0.17889,0.29369,1
"a[2,82]",0.00304,0.00207,0.00275,-0.00122,0.00772,0
"a[3,82]",-0.02383,0.01378,-0.02208,-0.05459,0.00053,0
"a[4,82]",0.00038,0.00191,-4e-05,-0.00393,0.004,0
"a[5,82]",0.41512,0.03798,0.42932,0.33666,0.46658,1
"a[1,83]",0.23807,0.03707,0.25385,0.17832,0.2924,1
"a[2,83]",0.003,0.00205,0.00273,-0.00138,0.00751,0
"a[3,83]",-0.02372,0.01431,-0.02198,-0.05763,0.0022,0
"a[4,83]",0.00039,0.00188,-4e-05,-0.00373,0.00399,0
"a[5,83]",0.41541,0.03834,0.42996,0.33466,0.47006,1
"a[1,84]",0.23831,0.03719,0.25391,0.17866,0.29283,1
"a[2,84]",0.00299,0.00209,0.00275,-0.00156,0.00767,0
"a[3,84]",-0.02388,0.01418,-0.02175,-0.05785,0.00152,0
"a[4,84]",0.00036,0.00195,-4e-05,-0.00412,0.00412,0
"a[5,84]",0.41546,0.0384,0.43016,0.33495,0.47085,1
"a[1,85]",0.23839,0.03726,0.25406,0.17835,0.29187,1
"a[2,85]",0.003,0.00204,0.00274,-0.0011,0.00767,0
"a[3,85]",-0.02378,0.01463,-0.0218,-0.05647,0.00202,0
"a[4,85]",0.00035,0.0019,-4e-05,-0.00416,0.00386,0
"a[5,85]",0.41574,0.03826,0.42994,0.33708,0.47024,1
"a[1,86]",0.23867,0.03701,0.25475,0.1799,0.29094,1
"a[2,86]",0.00301,0.00209,0.00276,-0.0013,0.00771,0
"a[3,86]",-0.02361,0.0138,-0.02161,-0.0565,3e-04,0
"a[4,86]",0.00036,0.00188,-4e-05,-0.00405,0.00409,0
"a[5,86]",0.41549,0.03792,0.42855,0.33566,0.47072,1
"a[1,87]",0.23856,0.03709,0.25464,0.17839,0.29172,1
"a[2,87]",0.00303,0.0021,0.00278,-0.00148,0.0076,0
"a[3,87]",-0.02351,0.01388,-0.0216,-0.05463,0.00186,0
"a[4,87]",0.00032,0.00191,-4e-05,-0.00393,0.00396,0
"a[5,87]",0.41457,0.03832,0.42809,0.33641,0.46928,1
"a[1,88]",0.23839,0.03731,0.25379,0.17802,0.29212,1
"a[2,88]",0.00297,0.0021,0.00268,-0.00136,0.00804,0
"a[3,88]",-0.02332,0.0139,-0.02142,-0.05409,0.00058,0
"a[4,88]",0.00032,0.00192,-4e-05,-0.00412,0.00377,0
"a[5,88]",0.41511,0.03841,0.42919,0.33682,0.46731,1
"a[1,89]",0.23834,0.03722,0.25374,0.17889,0.29302,1
"a[2,89]",0.00308,0.0021,0.00274,-0.00102,0.00818,0
"a[3,89]",-0.02401,0.01439,-0.0223,-0.05688,0.00092,0
"a[4,89]",0.00035,0.00198,-4e-05,-0.00437,0.00398,0
"a[5,89]",0.41475,0.03865,0.42869,0.33267,0.46997,1
"a[1,90]",0.23864,0.03741,0.25382,0.17871,0.2957,1
"a[2,90]",0.00297,0.00205,0.0027,-0.00125,0.00772,0
"a[3,90]",-0.02396,0.01427,-0.02207,-0.05683,0.00053,0
"a[4,90]",0.00032,0.00192,-4e-05,-0.00393,0.00385,0
"a[5,90]",0.41497,0.03816,0.42928,0.33866,0.46862,1
"a[1,91]",0.23822,0.0371,0.25317,0.17935,0.29255,1
"a[2,91]",0.003,0.00209,0.00274,-0.00128,0.00767,0
"a[3,91]",-0.02383,0.01398,-0.02209,-0.05535,0.00041,0
"a[4,91]",0.00031,0.00194,-4e-05,-0.00417,0.0039,0
"a[5,91]",0.41554,0.03786,0.42862,0.33727,0.46889,1
"a[1,92]",0.23863,0.03733,0.25429,0.17821,0.29325,1
"a[2,92]",0.00294,0.00208,0.00268,-0.00134,0.0076,0
"a[3,92]",-0.02353,0.01465,-0.02164,-0.05859,0.00366,0
"a[4,92]",0.00037,0.00191,-4e-05,-0.00424,0.00401,0
"a[5,92]",0.41492,0.03825,0.42819,0.3364,0.46832,1
"a[1,93]",0.23881,0.0374,0.25478,0.17802,0.29242,1
"a[2,93]",0.00303,0.00204,0.00276,-0.00113,0.00777,0
"a[3,93]",-0.02358,0.01403,-0.02179,-0.05671,0.00136,0
"a[4,93]",0.00031,0.00189,-4e-05,-0.00415,0.00393,0
"a[5,93]",0.41446,0.03792,0.42853,0.33609,0.46625,1
"a[1,94]",0.23826,0.0371,0.25344,0.1781,0.29195,1
"a[2,94]",0.00301,0.00211,0.00276,-0.00141,0.0078,0
"a[3,94]",-0.02345,0.01382,-0.02179,-0.05488,0.00063,0
"a[4,94]",0.00038,0.00193,-4e-05,-0.004,0.00432,0
"a[5,94]",0.41508,0.03808,0.4293,0.33544,0.46746,1
"a[1,95]",0.23855,0.03715,0.25408,0.17866,0.29125,1
"a[2,95]",0.00298,0.00214,0.00274,-0.00174,0.00774,0
"a[3,95]",-0.02375,0.01427,-0.02189,-0.05547,0.00157,0
"a[4,95]",0.00034,0.00188,-4e-05,-0.00389,0.00407,0
"a[5,95]",0.41516,0.0385,0.42904,0.33636,0.4698,1
"a[1,96]",0.2387,0.03721,0.25402,0.17922,0.29286,1
"a[2,96]",0.00296,0.00206,0.00271,-0.00127,0.00752,0
"a[3,96]",-0.02348,0.01422,-0.02172,-0.05566,0.00159,0
"a[4,96]",4e-04,0.0019,-4e-05,-0.00416,0.00411,0
"a[5,96]",0.41474,0.03851,0.42909,0.33518,0.46812,1
"a[1,97]",0.23855,0.03743,0.25403,0.17889,0.29393,1
"a[2,97]",0.00301,0.00205,0.00273,-0.00131,0.00757,0
"a[3,97]",-0.02365,0.01401,-0.02175,-0.05542,0.00152,0
"a[4,97]",0.00036,0.00196,-4e-05,-0.00425,0.00408,0
"a[5,97]",0.41506,0.03821,0.42795,0.3337,0.47109,1
"a[1,98]",0.23855,0.0373,0.25409,0.17918,0.29214,1
"a[2,98]",0.00297,0.00213,0.00269,-0.00138,0.00772,0
"a[3,98]",-0.0234,0.01379,-0.02177,-0.05387,0.00195,0
"a[4,98]",0.00038,0.00191,-4e-05,-0.00395,0.00404,0
"a[5,98]",0.41549,0.03804,0.4293,0.33726,0.46944,1
"a[1,99]",0.2382,0.03692,0.25365,0.17948,0.29169,1
"a[2,99]",0.0031,0.00208,0.00273,-0.00113,0.00799,0
"a[3,99]",-0.02389,0.01432,-0.02204,-0.05665,0.00177,0
"a[4,99]",0.00043,0.00196,-4e-05,-0.00402,0.00422,0
"a[5,99]",0.41442,0.038,0.42784,0.33777,0.46621,1
"a[1,100]",0.23785,0.03693,0.25365,0.17843,0.28958,1
"a[2,100]",0.00308,0.00207,0.00278,-0.00101,0.0079,0
"a[3,100]",-0.02385,0.01399,-0.02218,-0.05691,0.00084,0
"a[4,100]",0.00041,0.00194,-4e-05,-0.00401,0.00411,0
"a[5,100]",0.4137,0.0387,0.42713,0.33354,0.46555,1
"a[1,101]",0.23808,0.03703,0.25399,0.17809,0.2912,1
"a[2,101]",0.00286,0.00199,0.00268,-0.00167,0.00724,0
"a[3,101]",-0.02338,0.01422,-0.02158,-0.0549,0.00238,0
"a[4,101]",4e-04,0.00186,-4e-05,-0.00394,0.00407,0
"a[5,101]",0.41402,0.03842,0.42829,0.33474,0.46614,1
"a[1,102]",0.23728,0.03678,0.25281,0.17731,0.2895,1
"a[2,102]",0.00292,0.00209,0.00267,-0.00182,0.00731,0
"a[3,102]",-0.02341,0.01388,-0.02136,-0.05409,0.00149,0
"a[4,102]",0.00036,0.00188,-4e-05,-0.00384,0.00394,0
"a[5,102]",0.41963,0.03567,0.43201,0.347,0.47367,1
"a[1,103]",0.2379,0.03692,0.25359,0.17803,0.29013,1
"a[2,103]",0.00314,0.00204,0.00282,-0.00096,0.0079,0
"a[3,103]",-0.02319,0.0143,-0.02157,-0.05511,0.00174,0
"a[4,103]",0.00042,0.0019,-4e-05,-0.0039,0.00406,0
"a[5,103]",0.4184,0.03609,0.43202,0.3458,0.47202,1
"a[1,104]",0.23821,0.03689,0.2534,0.17886,0.29171,1
"a[2,104]",0.00312,0.00204,0.00278,-0.00087,0.00799,0
"a[3,104]",-0.02393,0.01428,-0.02195,-0.05674,0.00102,0
"a[4,104]",0.00036,0.00201,-4e-05,-0.00419,0.0044,0
"a[5,104]",0.4142,0.03891,0.42862,0.33565,0.46683,1
"a[1,105]",0.23814,0.03695,0.2539,0.17865,0.29137,1
"a[2,105]",0.0032,0.00212,0.00285,-0.00089,0.00818,0
"a[3,105]",-0.02382,0.01418,-0.02185,-0.05742,0.00036,0
"a[4,105]",0.00034,0.00193,-4e-05,-0.00419,0.00385,0
"a[5,105]",0.41496,0.03794,0.42884,0.33995,0.46805,1
"a[1,106]",0.23784,0.03684,0.25351,0.17788,0.29066,1
"a[2,106]",0.00303,0.00209,0.00273,-0.00141,0.00786,0
"a[3,106]",-0.02351,0.01421,-0.02159,-0.05586,0.00192,0
"a[4,106]",3e-04,0.00196,-4e-05,-0.00443,0.00398,0
"a[5,106]",0.41446,0.03816,0.42866,0.33607,0.46759,1
"a[1,107]",0.23815,0.03702,0.2541,0.17828,0.29175,1
"a[2,107]",0.0031,0.00205,0.00277,-0.00108,0.00789,0
"a[3,107]",-0.02412,0.01438,-0.02225,-0.05696,0.00035,0
"a[4,107]",0.00039,0.00189,-4e-05,-0.0039,0.00411,0
"a[5,107]",0.41399,0.03922,0.42813,0.3313,0.46831,1
"a[1,108]",0.23845,0.03727,0.2541,0.1787,0.2935,1
"a[2,108]",0.00322,0.00205,0.00289,-0.00079,0.00827,0
"a[3,108]",-0.0238,0.01428,-0.0221,-0.05692,0.00108,0
"a[4,108]",0.00034,0.00188,-4e-05,-0.00391,0.004,0
"a[5,108]",0.41466,0.03838,0.42841,0.33471,0.46874,1
"a[1,109]",0.23845,0.03697,0.25399,0.17889,0.2913,1
"a[2,109]",0.003,0.00198,0.00272,-0.00108,0.00754,0
"a[3,109]",-0.02387,0.01391,-0.02204,-0.0557,0.00018,0
"a[4,109]",0.00042,0.00193,-4e-05,-0.00379,0.00436,0
"a[5,109]",0.41495,0.03842,0.42887,0.33544,0.46828,1
"a[1,110]",0.23842,0.03719,0.25394,0.17952,0.29184,1
"a[2,110]",0.00283,0.00202,0.0026,-0.00169,0.00735,0
"a[3,110]",-0.0232,0.01362,-0.02174,-0.05353,0.0021,0
"a[4,110]",0.00034,0.00186,-4e-05,-0.0039,0.0039,0
"a[5,110]",0.41442,0.03871,0.42816,0.33392,0.46824,1
"a[1,111]",0.23831,0.03696,0.25446,0.18031,0.29108,1
"a[2,111]",0.003,0.00215,0.00274,-0.00156,0.00806,0
"a[3,111]",-0.02383,0.01403,-0.02199,-0.05656,0.00023,0
"a[4,111]",0.00034,0.00194,-4e-05,-0.00396,0.00403,0
"a[5,111]",0.41606,0.03796,0.42978,0.33816,0.47115,1
"a[1,112]",0.23836,0.0371,0.25403,0.17912,0.29126,1
"a[2,112]",0.00293,0.00204,0.00267,-0.00148,0.00743,0
"a[3,112]",-0.02358,0.01375,-0.02191,-0.05452,0.00128,0
"a[4,112]",0.00034,0.00189,-4e-05,-0.00425,0.00394,0
"a[5,112]",0.41371,0.03899,0.42784,0.3328,0.46658,1
"a[1,113]",0.23796,0.03685,0.25353,0.17802,0.29007,1
"a[2,113]",0.00302,0.00213,0.00276,-0.00156,0.00785,0
"a[3,113]",-0.02345,0.0139,-0.02149,-0.05552,0.00069,0
"a[4,113]",0.00033,0.0019,-4e-05,-0.00386,0.00411,0
"a[5,113]",0.41568,0.03773,0.42966,0.33838,0.46835,1
"a[1,114]",0.23843,0.03742,0.25409,0.17838,0.29301,1
"a[2,114]",0.00314,0.00205,0.00282,-0.00089,0.00792,0
"a[3,114]",-0.02363,0.0141,-0.02143,-0.05661,0.0016,0
"a[4,114]",0.00042,0.00189,-4e-05,-0.00382,0.00414,0
"a[5,114]",0.41435,0.03838,0.42811,0.3368,0.46774,1
"a[1,115]",0.23858,0.03725,0.25448,0.17892,0.29307,1
"a[2,115]",0.00314,0.00205,0.00283,-0.00104,0.00805,0
"a[3,115]",-0.02375,0.01371,-0.02192,-0.05546,9e-04,0
"a[4,115]",0.00049,0.00183,-3e-05,-0.00352,0.00408,0
"a[5,115]",0.41456,0.03862,0.4291,0.33461,0.46899,1
"a[1,116]",0.23815,0.03694,0.25412,0.1784,0.29066,1
"a[2,116]",0.00328,0.00208,0.00289,-0.00066,0.00813,0
"a[3,116]",-0.02414,0.01436,-0.02219,-0.05833,5e-04,0
"a[4,116]",0.00045,0.00194,-3e-05,-0.0038,0.0044,0
"a[5,116]",0.41621,0.03725,0.43018,0.34018,0.46891,1
"alpha[1,1,1]",0.10551,0.08713,0.08544,0.00432,0.31359,1
"alpha[2,1,1]",0.11497,0.09304,0.08982,0.00363,0.34104,1
"alpha[3,1,1]",0.14063,0.10491,0.12141,0.00483,0.38472,1
"alpha[4,1,1]",0.13938,0.10585,0.11652,0.00605,0.38515,1
"alpha[5,1,1]",0.1061,0.0853,0.08694,0.00336,0.31338,1
"alpha[6,1,1]",0.15484,0.10794,0.13677,0.00783,0.4145,1
"alpha[7,1,1]",0.09003,0.077,0.07045,0.00299,0.28765,1
"alpha[8,1,1]",0.06554,0.05787,0.05005,0.00198,0.22134,1
"alpha[9,1,1]",0.08301,0.07203,0.06378,0.00249,0.25903,1
"alpha[10,1,1]",0,0,0,0,0,0.5
"alpha[11,1,1]",0,0,0,0,0,0.5
"alpha[12,1,1]",0,0,0,0,0,0.5
"alpha[1,2,1]",0.06414,0.05772,0.04821,0.00202,0.20585,1
"alpha[2,2,1]",0.0689,0.06068,0.05283,0.00195,0.22421,1
"alpha[3,2,1]",0.07904,0.06701,0.06259,0.00241,0.24467,1
"alpha[4,2,1]",0.07766,0.06859,0.05855,0.00283,0.2567,1
"alpha[5,2,1]",0.0593,0.05492,0.04375,0.00182,0.20717,1
"alpha[6,2,1]",0.0735,0.06094,0.05887,0.00249,0.22525,1
"alpha[7,2,1]",0.06799,0.06016,0.05092,0.00202,0.22591,1
"alpha[8,2,1]",0.07338,0.06403,0.05493,0.00211,0.23199,1
"alpha[9,2,1]",0.0931,0.07821,0.07453,0.00287,0.29845,1
"alpha[10,2,1]",0.11051,0.08257,0.09401,0.00385,0.30301,1
"alpha[11,2,1]",0.12827,0.09344,0.11205,0.00469,0.34329,1
"alpha[12,2,1]",0.1042,0.08536,0.08316,0.00356,0.31624,1
"alpha[1,3,1]",0.08444,0.06806,0.06786,0.00289,0.25116,1
"alpha[2,3,1]",0.08444,0.06806,0.06786,0.00289,0.25116,1
"alpha[3,3,1]",0.10234,0.07631,0.08707,0.00321,0.27587,1
"alpha[4,3,1]",0.10234,0.07631,0.08707,0.00321,0.27587,1
"alpha[5,3,1]",0.08407,0.06567,0.06967,0.00369,0.24551,1
"alpha[6,3,1]",0.08407,0.06567,0.06967,0.00369,0.24551,1
"alpha[7,3,1]",0.07259,0.05948,0.05815,0.00253,0.22769,1
"alpha[8,3,1]",0.07259,0.05948,0.05815,0.00253,0.22769,1
"alpha[9,3,1]",0.0775,0.06372,0.06208,0.00218,0.24035,1
"alpha[10,3,1]",0.0775,0.06372,0.06208,0.00218,0.24035,1
"alpha[11,3,1]",0.07906,0.066,0.06229,0.00261,0.24563,1
"alpha[12,3,1]",0.07906,0.066,0.06229,0.00261,0.24563,1
"alpha[1,4,1]",0.0866,0.0634,0.07486,0.00378,0.23446,1
"alpha[2,4,1]",0.0866,0.0634,0.07486,0.00378,0.23446,1
"alpha[3,4,1]",0.0866,0.0634,0.07486,0.00378,0.23446,1
"alpha[4,4,1]",0.07912,0.06145,0.06663,0.00228,0.22689,1
"alpha[5,4,1]",0.07912,0.06145,0.06663,0.00228,0.22689,1
"alpha[6,4,1]",0.07912,0.06145,0.06663,0.00228,0.22689,1
"alpha[7,4,1]",0.07941,0.06142,0.06472,0.00297,0.22061,1
"alpha[8,4,1]",0.07941,0.06142,0.06472,0.00297,0.22061,1
"alpha[9,4,1]",0.07941,0.06142,0.06472,0.00297,0.22061,1
"alpha[10,4,1]",0.0882,0.0649,0.07481,0.00348,0.23911,1
"alpha[11,4,1]",0.0882,0.0649,0.07481,0.00348,0.23911,1
"alpha[12,4,1]",0.0882,0.0649,0.07481,0.00348,0.23911,1
"alpha[1,5,1]",0.0924,0.06681,0.0795,0.00318,0.23544,1
"alpha[2,5,1]",0.0924,0.06681,0.0795,0.00318,0.23544,1
"alpha[3,5,1]",0.0924,0.06681,0.0795,0.00318,0.23544,1
"alpha[4,5,1]",0.07585,0.06067,0.06113,0.00242,0.22542,1
"alpha[5,5,1]",0.07585,0.06067,0.06113,0.00242,0.22542,1
"alpha[6,5,1]",0.07585,0.06067,0.06113,0.00242,0.22542,1
"alpha[7,5,1]",0.08374,0.06222,0.07245,0.00311,0.22465,1
"alpha[8,5,1]",0.08374,0.06222,0.07245,0.00311,0.22465,1
"alpha[9,5,1]",0.08374,0.06222,0.07245,0.00311,0.22465,1
"alpha[10,5,1]",0.08135,0.06137,0.06698,0.00324,0.22767,1
"alpha[11,5,1]",0.08135,0.06137,0.06698,0.00324,0.22767,1
"alpha[12,5,1]",0.08135,0.06137,0.06698,0.00324,0.22767,1
"alpha[1,1,2]",0.1382,0.11207,0.11004,0.00536,0.42725,1
"alpha[2,1,2]",0.13577,0.11097,0.10935,0.00436,0.40727,1
"alpha[3,1,2]",0.1337,0.10807,0.10753,0.00444,0.39568,1
"alpha[4,1,2]",0.10777,0.09615,0.0807,0.00291,0.3486,1
"alpha[5,1,2]",0.09812,0.08891,0.07391,0.00258,0.32591,1
"alpha[6,1,2]",0.09611,0.08332,0.07463,0.00243,0.3038,1
"alpha[7,1,2]",0.09682,0.0852,0.07266,0.00259,0.3166,1
"alpha[8,1,2]",0.09732,0.08568,0.07334,0.00309,0.32209,1
"alpha[9,1,2]",0.09618,0.08669,0.07148,0.0026,0.31765,1
"alpha[10,1,2]",0,0,0,0,0,0.5
"alpha[11,1,2]",0,0,0,0,0,0.5
"alpha[12,1,2]",0,0,0,0,0,0.5
"alpha[1,2,2]",0.07918,0.07102,0.05911,0.00202,0.2675,1
"alpha[2,2,2]",0.0887,0.07796,0.06756,0.00181,0.2825,1
"alpha[3,2,2]",0.08269,0.07369,0.06263,0.0024,0.27411,1
"alpha[4,2,2]",0.08259,0.07832,0.05964,0.00225,0.28596,1
"alpha[5,2,2]",0.07733,0.06897,0.05724,0.0019,0.2536,1
"alpha[6,2,2]",0.07249,0.06613,0.05489,0.00239,0.25434,1
"alpha[7,2,2]",0.07488,0.06546,0.05623,0.0019,0.23119,1
"alpha[8,2,2]",0.07894,0.0681,0.06159,0.00242,0.25084,1
"alpha[9,2,2]",0.08586,0.07811,0.06583,0.00267,0.28766,1
"alpha[10,2,2]",0.08205,0.07679,0.05939,0.00185,0.28012,1
"alpha[11,2,2]",0.09626,0.08337,0.07328,0.00324,0.31515,1
"alpha[12,2,2]",0.09904,0.08272,0.07747,0.00313,0.3049,1
"alpha[1,3,2]",0.09135,0.07098,0.07672,0.0029,0.26056,1
"alpha[2,3,2]",0.09135,0.07098,0.07672,0.0029,0.26056,1
"alpha[3,3,2]",0.09603,0.07849,0.07555,0.00306,0.29282,1
"alpha[4,3,2]",0.09603,0.07849,0.07555,0.00306,0.29282,1
"alpha[5,3,2]",0.07771,0.06355,0.06257,0.00285,0.24213,1
"alpha[6,3,2]",0.07771,0.06355,0.06257,0.00285,0.24213,1
"alpha[7,3,2]",0.07367,0.06233,0.05867,0.00231,0.2302,1
"alpha[8,3,2]",0.07367,0.06233,0.05867,0.00231,0.2302,1
"alpha[9,3,2]",0.07503,0.06417,0.05828,0.00199,0.23762,1
"alpha[10,3,2]",0.07503,0.06417,0.05828,0.00199,0.23762,1
"alpha[11,3,2]",0.08621,0.06901,0.07052,0.00332,0.25424,1
"alpha[12,3,2]",0.08621,0.06901,0.07052,0.00332,0.25424,1
"alpha[1,4,2]",0.09309,0.06695,0.08057,0.00319,0.24039,1
"alpha[2,4,2]",0.09309,0.06695,0.08057,0.00319,0.24039,1
"alpha[3,4,2]",0.09309,0.06695,0.08057,0.00319,0.24039,1
"alpha[4,4,2]",0.07893,0.06185,0.06337,0.00282,0.22622,1
"alpha[5,4,2]",0.07893,0.06185,0.06337,0.00282,0.22622,1
"alpha[6,4,2]",0.07893,0.06185,0.06337,0.00282,0.22622,1
"alpha[7,4,2]",0.07498,0.05947,0.06221,0.00213,0.22247,1
"alpha[8,4,2]",0.07498,0.05947,0.06221,0.00213,0.22247,1
"alpha[9,4,2]",0.07498,0.05947,0.06221,0.00213,0.22247,1
"alpha[10,4,2]",0.08633,0.06485,0.07346,0.0029,0.23463,1
"alpha[11,4,2]",0.08633,0.06485,0.07346,0.0029,0.23463,1
"alpha[12,4,2]",0.08633,0.06485,0.07346,0.0029,0.23463,1
"alpha[1,5,2]",0.09491,0.06704,0.08412,0.00348,0.23963,1
"alpha[2,5,2]",0.09491,0.06704,0.08412,0.00348,0.23963,1
"alpha[3,5,2]",0.09491,0.06704,0.08412,0.00348,0.23963,1
"alpha[4,5,2]",0.08288,0.06347,0.06865,0.00275,0.2337,1
"alpha[5,5,2]",0.08288,0.06347,0.06865,0.00275,0.2337,1
"alpha[6,5,2]",0.08288,0.06347,0.06865,0.00275,0.2337,1
"alpha[7,5,2]",0.07436,0.05774,0.0622,0.00226,0.20778,1
"alpha[8,5,2]",0.07436,0.05774,0.0622,0.00226,0.20778,1
"alpha[9,5,2]",0.07436,0.05774,0.0622,0.00226,0.20778,1
"alpha[10,5,2]",0.08119,0.06225,0.06594,0.00283,0.22774,1
"alpha[11,5,2]",0.08119,0.06225,0.06594,0.00283,0.22774,1
"alpha[12,5,2]",0.08119,0.06225,0.06594,0.00283,0.22774,1
"cum.weight[1,1]",0,0,0,0,0,0.5
"cum.weight[2,1]",0,0,0,0,0,0.5
"cum.weight[3,1]",0,0,0,0,0,0.5
"cum.weight[4,1]",0.02301,0.02046,0.01758,6e-04,0.07445,1
"cum.weight[5,1]",0.0409,0.0255,0.03674,0.00568,0.10344,1
"cum.weight[6,1]",0.06567,0.03246,0.06166,0.01619,0.14081,1
"cum.weight[7,1]",0.10888,0.04257,0.10431,0.03869,0.20501,1
"cum.weight[8,1]",0.13848,0.04811,0.13445,0.05771,0.24566,1
"cum.weight[9,1]",0.17787,0.05426,0.17397,0.08381,0.29285,1
"cum.weight[10,1]",0.21776,0.06002,0.21578,0.10797,0.34443,1
"cum.weight[11,1]",0.25053,0.06516,0.24925,0.13049,0.3854,1
"cum.weight[12,1]",0.28022,0.06817,0.27742,0.15583,0.42359,1
"cum.weight[13,1]",0.31508,0.07064,0.31463,0.1855,0.46041,1
"cum.weight[14,1]",0.35841,0.07238,0.35795,0.22037,0.50169,1
"cum.weight[15,1]",0.39552,0.07294,0.39461,0.25706,0.54211,1
"cum.weight[16,1]",0.42663,0.07351,0.42612,0.2842,0.56838,1
"cum.weight[17,1]",0.45129,0.07513,0.45019,0.30207,0.60012,1
"cum.weight[18,1]",0.47386,0.07487,0.47141,0.32838,0.62166,1
"cum.weight[19,1]",0.49833,0.07516,0.49701,0.3502,0.64507,1
"cum.weight[20,1]",0.51791,0.07501,0.51676,0.37058,0.66434,1
"cum.weight[21,1]",0.54379,0.0745,0.54328,0.39367,0.6827,1
"cum.weight[22,1]",0.57012,0.0735,0.56959,0.42435,0.70848,1
"cum.weight[23,1]",0.59298,0.07342,0.59345,0.44775,0.73719,1
"cum.weight[24,1]",0.61444,0.07308,0.61504,0.46897,0.75433,1
"cum.weight[25,1]",0.62766,0.07152,0.62887,0.48783,0.76485,1
"cum.weight[26,1]",0.64087,0.07231,0.64077,0.49904,0.78081,1
"cum.weight[27,1]",0.65352,0.07106,0.65424,0.51095,0.78983,1
"cum.weight[28,1]",0.66617,0.0716,0.6682,0.52258,0.80131,1
"cum.weight[29,1]",0.67796,0.07052,0.68033,0.53459,0.80935,1
"cum.weight[30,1]",0.68975,0.07096,0.69234,0.54528,0.82144,1
"cum.weight[31,1]",0.70368,0.06967,0.70567,0.55905,0.83477,1
"cum.weight[32,1]",0.71762,0.07051,0.71922,0.57245,0.84928,1
"cum.weight[33,1]",0.73496,0.06731,0.73627,0.59659,0.85749,1
"cum.weight[34,1]",0.75231,0.06749,0.75393,0.60999,0.87157,1
"cum.weight[35,1]",0.76632,0.06425,0.76884,0.6335,0.88095,1
"cum.weight[36,1]",0.78034,0.06335,0.78339,0.64929,0.8925,1
"cum.weight[37,1]",0.78989,0.06095,0.79246,0.66015,0.89609,1
"cum.weight[38,1]",0.79945,0.05973,0.80222,0.67492,0.90288,1
"cum.weight[39,1]",0.809,0.05975,0.81181,0.68419,0.91124,1
"cum.weight[40,1]",0.81741,0.05777,0.82053,0.69553,0.91542,1
"cum.weight[41,1]",0.82583,0.05674,0.83026,0.70408,0.92138,1
"cum.weight[42,1]",0.83424,0.05672,0.83939,0.71347,0.93055,1
"cum.weight[43,1]",0.84263,0.05447,0.84743,0.72534,0.93435,1
"cum.weight[44,1]",0.85102,0.05325,0.85578,0.73304,0.93821,1
"cum.weight[45,1]",0.85941,0.05313,0.8641,0.74096,0.94548,1
"cum.weight[46,1]",0.86871,0.05025,0.87354,0.75728,0.94977,1
"cum.weight[47,1]",0.87801,0.04859,0.88263,0.77385,0.956,1
"cum.weight[48,1]",0.88731,0.04829,0.8925,0.7844,0.96465,1
"cum.weight[49,1]",0.89634,0.0453,0.90133,0.79757,0.9682,1
"cum.weight[50,1]",0.90538,0.0436,0.91041,0.8081,0.97251,1
"cum.weight[51,1]",0.91441,0.04334,0.92002,0.8169,0.97995,1
"cum.weight[52,1]",0.92387,0.03948,0.92932,0.83518,0.98239,1
"cum.weight[53,1]",0.93333,0.03719,0.93982,0.84634,0.98597,1
"cum.weight[54,1]",0.94279,0.03676,0.95028,0.85558,0.99256,1
"cum.weight[55,1]",0.95111,0.03253,0.95844,0.87176,0.99398,1
"cum.weight[56,1]",0.95944,0.02977,0.96672,0.88449,0.99563,1
"cum.weight[57,1]",0.96777,0.02888,0.97593,0.8936,0.99926,1
"cum.weight[58,1]",0.97851,0.01926,0.98395,0.92907,0.99951,1
"cum.weight[59,1]",0.98926,0.00963,0.99198,0.96453,0.99975,1
"cum.weight[60,1]",1,0,1,1,1,1
