"","mean","sd","median","lower2.5","upper97.5","diff"
"weightOrdered[25,2,2]",0.00482,0.00496,0.00317,0.00011,0.01939,1
"weightOrdered[26,2,2]",0.01261,0.01627,0.00288,8e-05,0.04946,1
"weightOrdered[27,2,2]",0.00637,0.00642,0.0044,0.00015,0.02401,1
"weightOrdered[28,2,2]",0.01786,0.02791,0.00492,0.00015,0.10481,1
"weightOrdered[29,2,2]",0.01156,0.01178,0.00724,0.00026,0.04313,1
"weightOrdered[30,2,2]",0.0857,0.06877,0.09355,0.00028,0.20826,1
"weightOrdered[31,2,2]",0.01033,0.01104,0.00625,2e-04,0.04147,1
"weightOrdered[32,2,2]",0.01153,0.01091,0.00835,0.00034,0.04111,1
"weightOrdered[33,2,2]",0.01063,0.00997,0.00775,0.00031,0.03726,1
"weightOrdered[34,2,2]",0.02194,0.02183,0.01454,0.00035,0.07859,1
"weightOrdered[35,2,2]",0.012,0.01017,0.00927,0.00037,0.03798,1
"weightOrdered[36,2,2]",0.03015,0.03808,0.00577,0.00015,0.10437,1
"weightOrdered[37,2,2]",0.00322,0.00331,0.00211,7e-05,0.01292,1
"weightOrdered[38,2,2]",0.0084,0.01085,0.00192,5e-05,0.03297,1
"weightOrdered[39,2,2]",0.00807,0.00775,0.00566,0.00022,0.02878,1
"weightOrdered[40,2,2]",0.0119,0.01861,0.00328,1e-04,0.06987,1
"weightOrdered[41,2,2]",0.00771,0.00785,0.00482,0.00017,0.02876,1
"weightOrdered[42,2,2]",0.05713,0.04584,0.06237,0.00019,0.13884,1
"weightOrdered[43,2,2]",0.00879,0.00898,0.00585,0.00019,0.034,1
"weightOrdered[44,2,2]",0.00785,0.01019,0.00429,0.00014,0.03922,1
"weightOrdered[45,2,2]",0.0081,0.00964,0.005,0.00017,0.03591,1
"weightOrdered[46,2,2]",0.00671,0.00704,0.00448,0.00018,0.02545,1
"weightOrdered[47,2,2]",0.01604,0.01809,0.00851,0.00022,0.06551,1
"weightOrdered[48,2,2]",0.0317,0.02921,0.02404,0.00038,0.09769,1
"weightOrdered[49,2,2]",0.00322,0.00331,0.00211,7e-05,0.01292,1
"weightOrdered[50,2,2]",0.00467,0.00462,0.0031,9e-05,0.0166,1
"weightOrdered[51,2,2]",0.00807,0.00775,0.00566,0.00022,0.02878,1
"weightOrdered[52,2,2]",0.0119,0.01861,0.00328,1e-04,0.06987,1
"weightOrdered[53,2,2]",0.00468,0.00466,0.00322,0.00012,0.01725,1
"weightOrdered[54,2,2]",0.00391,0.00378,0.00284,0.00011,0.01406,1
"weightOrdered[55,2,2]",0.00879,0.00898,0.00585,0.00019,0.034,1
"weightOrdered[56,2,2]",0.01757,0.02377,0.00256,6e-05,0.06869,1
"weightOrdered[57,2,2]",0.00999,0.01009,0.00677,0.00024,0.03716,1
"weightOrdered[58,2,2]",0.01432,0.01795,0.00739,0.00021,0.06731,1
"weightOrdered[59,2,2]",0.00724,0.00743,0.00488,2e-04,0.02797,1
"weightOrdered[60,2,2]",0.01484,0.01569,0.00873,0.00028,0.05704,1
"weightX[1,1,1]",0.02744,0.02593,0.01974,0.00079,0.09638,1
"weightX[2,1,1]",0.02732,0.02628,0.01932,0.00066,0.09812,1
"weightX[3,1,1]",0.02807,0.02745,0.01962,7e-04,0.1018,1
"weightX[4,1,1]",0.02669,0.02639,0.01848,0.00066,0.09737,1
"weightX[5,1,1]",0.0266,0.02584,0.01894,0.00065,0.09775,1
"weightX[6,1,1]",0.02635,0.02512,0.01879,0.00071,0.09346,1
"weightX[7,1,1]",0.02756,0.02612,0.01992,0.00073,0.09711,1
"weightX[8,1,1]",0.02599,0.02508,0.01836,0.00069,0.09152,1
"weightX[9,1,1]",0.02748,0.02637,0.0198,0.00073,0.09678,1
"weightX[10,1,1]",0.02721,0.02661,0.01916,0.00076,0.09772,1
"weightX[11,1,1]",0.0266,0.02545,0.01904,0.00067,0.09313,1
"weightX[12,1,1]",0.0265,0.0253,0.01892,0.00069,0.09351,1
"weightX[13,1,1]",0.02742,0.0262,0.01964,7e-04,0.09539,1
"weightX[14,1,1]",0.0271,0.02549,0.01956,0.00078,0.09437,1
"weightX[15,1,1]",0.02597,0.02518,0.01837,7e-04,0.09388,1
"weightX[16,1,1]",0.02497,0.02401,0.01772,0.00063,0.08875,1
"weightX[17,1,1]",0.02649,0.02462,0.01937,0.00075,0.0921,1
"weightX[18,1,1]",0.02615,0.02513,0.01855,0.00066,0.09277,1
"weightX[19,1,1]",0.02568,0.02496,0.01815,0.00066,0.09299,1
"weightX[20,1,1]",0.02727,0.02584,0.01954,0.00078,0.09569,1
"weightX[21,1,1]",0.02564,0.02392,0.0187,0.00073,0.09,1
"weightX[22,1,1]",0.02516,0.0237,0.01834,0.00068,0.08734,1
"weightX[23,1,1]",0.02659,0.02557,0.01901,0.00074,0.09448,1
"weightX[24,1,1]",0.02618,0.02535,0.01849,0.00064,0.09286,1
"weightX[25,1,1]",0.02556,0.02363,0.01876,0.00072,0.0878,1
"weightX[26,1,1]",0.02412,0.02202,0.01784,0.00067,0.08174,1
"weightX[27,1,1]",0.02648,0.02466,0.01927,0.00073,0.09216,1
"weightX[28,1,1]",0.02224,0.01927,0.01732,0.00075,0.07097,1
"weightX[29,1,1]",0.02592,0.02393,0.01905,0.00075,0.08927,1
"weightX[30,1,1]",0.02754,0.023,0.0218,0.00091,0.08456,1
"weightX[31,1,1]",0.02497,0.0209,0.0197,0.00086,0.0771,1
"weightX[32,1,1]",0.02479,0.02256,0.01871,0.00065,0.08256,1
"weightX[33,1,1]",0.02463,0.02362,0.01756,0.00067,0.088,1
"weightX[34,1,1]",0.02695,0.02587,0.01943,0.00073,0.09546,1
"weightX[35,1,1]",0.02649,0.02531,0.01913,0.00076,0.0911,1
"weightX[36,1,1]",0.02771,0.02694,0.01972,0.00077,0.09781,1
"weightX[37,1,1]",0.0267,0.02579,0.0187,0.00075,0.09736,1
"weightX[38,1,1]",0.02747,0.02568,0.02007,0.00071,0.09555,1
"weightX[1,2,1]",0.02584,0.02319,0.01954,0.00078,0.08618,1
"weightX[2,2,1]",0.02739,0.02444,0.0204,0.00073,0.08966,1
"weightX[3,2,1]",0.02698,0.02529,0.01935,0.00081,0.09445,1
"weightX[4,2,1]",0.02761,0.02628,0.01969,0.00071,0.0972,1
"weightX[5,2,1]",0.02662,0.02556,0.0189,0.00077,0.09459,1
"weightX[6,2,1]",0.02594,0.02318,0.01945,7e-04,0.08704,1
"weightX[7,2,1]",0.02499,0.02307,0.01818,0.00076,0.08472,1
"weightX[8,2,1]",0.02704,0.02568,0.01946,0.00078,0.09478,1
"weightX[9,2,1]",0.02673,0.02625,0.01846,0.00069,0.09591,1
"weightX[10,2,1]",0.02646,0.02597,0.01858,0.00079,0.09643,1
"weightX[11,2,1]",0.0251,0.02337,0.01843,0.00065,0.08624,1
"weightX[12,2,1]",0.02489,0.02278,0.01837,0.00069,0.08574,1
"weightX[13,2,1]",0.02568,0.02519,0.01784,0.00063,0.0941,1
"weightX[14,2,1]",0.02569,0.02477,0.01844,0.00068,0.09014,1
"weightX[15,2,1]",0.02642,0.02554,0.01876,0.00063,0.09436,1
"weightX[16,2,1]",0.02657,0.02539,0.01909,0.00065,0.09356,1
"weightX[17,2,1]",0.02726,0.0254,0.01964,0.00075,0.09492,1
"weightX[18,2,1]",0.02706,0.02586,0.01943,0.00076,0.09525,1
"weightX[19,2,1]",0.02768,0.02713,0.01942,0.00072,0.10101,1
"weightX[20,2,1]",0.02734,0.02625,0.01935,0.00071,0.09863,1
"weightX[21,2,1]",0.02745,0.02614,0.0196,0.00073,0.09557,1
"weightX[22,2,1]",0.02686,0.02496,0.01933,0.00075,0.09315,1
"weightX[23,2,1]",0.02655,0.02553,0.01871,0.00071,0.09357,1
"weightX[24,2,1]",0.02718,0.02635,0.01914,0.00069,0.097,1
"weightX[25,2,1]",0.02531,0.0238,0.01826,0.00063,0.08743,1
"weightX[26,2,1]",0.02653,0.02428,0.01956,0.00077,0.08976,1
"weightX[27,2,1]",0.02553,0.02369,0.01875,0.00068,0.08801,1
"weightX[28,2,1]",0.02195,0.0189,0.01706,0.00073,0.06934,1
"weightX[29,2,1]",0.02568,0.02431,0.01867,0.00061,0.08896,1
"weightX[30,2,1]",0.02472,0.02361,0.01766,7e-04,0.08848,1
"weightX[31,2,1]",0.02593,0.0231,0.01939,0.00077,0.08395,1
"weightX[32,2,1]",0.0261,0.02344,0.0196,0.00072,0.08675,1
"weightX[33,2,1]",0.02716,0.0261,0.01953,0.00068,0.09654,1
"weightX[34,2,1]",0.02687,0.02601,0.01894,0.00068,0.0991,1
"weightX[35,2,1]",0.02783,0.02638,0.02015,0.00075,0.09797,1
"weightX[36,2,1]",0.02643,0.02391,0.01971,0.00078,0.08888,1
"weightX[37,2,1]",0.02505,0.02262,0.01885,0.00077,0.08399,1
"weightX[38,2,1]",0.02757,0.02445,0.02099,0.00078,0.09222,1
"weightX[1,1,2]",0.01172,0.01104,0.00836,0.00032,0.04103,1
"weightX[2,1,2]",0.01153,0.01134,0.00802,0.00029,0.04276,1
"weightX[3,1,2]",0.01334,0.01292,0.00943,0.00038,0.04746,1
"weightX[4,1,2]",0.03784,0.03377,0.02806,0.001,0.12666,1
"weightX[5,1,2]",0.0249,0.02347,0.01812,0.00068,0.08735,1
"weightX[6,1,2]",0.05174,0.02885,0.0491,0.00507,0.11541,1
"weightX[7,1,2]",0.04604,0.02901,0.04309,0.00299,0.11036,1
"weightX[8,1,2]",0.02523,0.0219,0.0195,7e-04,0.08142,1
"weightX[9,1,2]",0.01887,0.01848,0.01349,0.00053,0.06759,1
"weightX[10,1,2]",0.0378,0.03461,0.02796,0.00099,0.1284,1
"weightX[11,1,2]",0.01643,0.01564,0.01173,0.00042,0.05812,1
"weightX[12,1,2]",0.01282,0.01248,0.00889,0.00033,0.04687,1
"weightX[13,1,2]",0.01563,0.01454,0.01139,0.00047,0.05394,1
"weightX[14,1,2]",0.02421,0.0223,0.0178,0.00064,0.08349,1
"weightX[15,1,2]",0.01436,0.01393,0.01005,0.00034,0.05214,1
"weightX[16,1,2]",0.01614,0.01352,0.01277,0.00041,0.04895,1
"weightX[17,1,2]",0.01358,0.01132,0.0107,0.00045,0.04225,1
"weightX[18,1,2]",0.02494,0.02216,0.01875,0.00075,0.08343,1
"weightX[19,1,2]",0.02834,0.02368,0.02229,0.00094,0.08698,1
"weightX[20,1,2]",0.08465,0.05309,0.08377,0.00327,0.18909,1
"weightX[21,1,2]",0.01652,0.01194,0.01438,0.00082,0.04534,1
"weightX[22,1,2]",0.02112,0.01608,0.01746,0.00098,0.05966,1
"weightX[23,1,2]",0.00752,0.00711,0.00541,2e-04,0.02654,1
"weightX[24,1,2]",0.03206,0.02981,0.02244,0.00088,0.10937,1
"weightX[25,1,2]",0.00526,0.00479,0.00387,0.00014,0.01782,1
"weightX[26,1,2]",0.01367,0.00982,0.01188,0.00064,0.03721,1
"weightX[27,1,2]",0.08553,0.03116,0.08538,0.02525,0.14689,1
"weightX[28,1,2]",0.02113,0.00968,0.02238,0.00223,0.03789,1
"weightX[29,1,2]",0.00965,0.00855,0.00722,0.00025,0.03134,1
"weightX[30,1,2]",0.01174,0.00713,0.01104,0.00067,0.02697,1
"weightX[31,1,2]",0.00282,0.00265,0.00204,8e-05,0.00997,1
"weightX[32,1,2]",0.03405,0.01252,0.03271,0.01247,0.06111,1
"weightX[33,1,2]",0.08009,0.03593,0.07398,0.02376,0.15784,1
"weightX[34,1,2]",0.00543,0.00525,0.00385,0.00014,0.01971,1
"weightX[35,1,2]",0.01794,0.01581,0.01376,6e-04,0.05808,1
"weightX[36,1,2]",0.00584,0.0054,0.00428,0.00017,0.02022,1
"weightX[37,1,2]",0.0282,0.01822,0.02591,0.00159,0.06939,1
"weightX[38,1,2]",0.07131,0.03119,0.07026,0.01345,0.13561,1
"weightX[1,2,2]",0.01046,0.00958,0.0074,0.00025,0.03496,1
"weightX[2,2,2]",0.00931,0.00796,0.00732,0.00027,0.02911,1
"weightX[3,2,2]",0.0537,0.06922,0.00888,0.00024,0.18816,1
"weightX[4,2,2]",0.07059,0.05916,0.06044,0.00103,0.19774,1
"weightX[5,2,2]",0.03335,0.03224,0.02195,0.00074,0.11438,1
"weightX[6,2,2]",0.02112,0.02806,0.00446,0.00011,0.08667,1
"weightX[7,2,2]",0.01362,0.01722,0.00536,0.00017,0.06075,1
"weightX[8,2,2]",0.0197,0.01704,0.01492,6e-04,0.06438,1
"weightX[9,2,2]",0.03579,0.03718,0.02147,0.00059,0.13412,1
"weightX[10,2,2]",0.017,0.01626,0.01209,5e-04,0.06145,1
"weightX[11,2,2]",0.01773,0.02371,0.00442,0.00013,0.07655,1
"weightX[12,2,2]",0.01299,0.01241,0.00917,3e-04,0.04554,1
"weightX[13,2,2]",0.03318,0.03054,0.02397,0.00063,0.10927,1
"weightX[14,2,2]",0.01572,0.01526,0.01112,0.00045,0.05516,1
"weightX[15,2,2]",0.03189,0.03663,0.01848,0.00055,0.13682,1
"weightX[16,2,2]",0.01264,0.01238,0.00891,0.00034,0.04617,1
"weightX[17,2,2]",0.01894,0.01535,0.0153,0.00066,0.05767,1
"weightX[18,2,2]",0.01733,0.01639,0.01253,0.00051,0.06049,1
"weightX[19,2,2]",0.02018,0.02469,0.01216,0.00041,0.09433,1
"weightX[20,2,2]",0.02355,0.02257,0.01681,0.00061,0.0837,1
"weightX[21,2,2]",0.08076,0.06298,0.08861,0.00054,0.19346,1
"weightX[22,2,2]",0.01397,0.01436,0.00941,0.00037,0.0527,1
"weightX[23,2,2]",0.01886,0.01801,0.01357,0.00055,0.06876,1
"weightX[24,2,2]",0.01975,0.02625,0.01022,0.00035,0.10153,1
"weightX[25,2,2]",0.04718,0.06485,0.00591,0.00015,0.18644,1
"weightX[26,2,2]",0.01723,0.01925,0.00996,0.00033,0.07334,1
"weightX[27,2,2]",0.02204,0.02329,0.01403,0.00044,0.08845,1
"weightX[28,2,2]",0.013,0.01586,0.00696,2e-04,0.05733,1
"weightX[29,2,2]",0.13579,0.11364,0.13124,0.00051,0.34845,1
"weightX[30,2,2]",0.00972,0.00966,0.0069,0.00026,0.03517,1
"weightX[31,2,2]",0.01907,0.02048,0.01169,0.00042,0.07641,1
"weightX[32,2,2]",0.01157,0.01195,0.00781,3e-04,0.0455,1
"weightX[33,2,2]",0.03183,0.05162,0.00768,0.00023,0.19134,1
"weightX[34,2,2]",0.01009,0.00974,0.00728,0.00025,0.03593,1
"weightX[35,2,2]",0.01923,0.01776,0.01398,0.00054,0.06524,1
"weightX[36,2,2]",0.02257,0.03005,0.00439,0.00012,0.09184,1
"weightX[37,2,2]",0.01081,0.01007,0.00764,0.00024,0.03556,1
"weightX[38,2,2]",0.00773,0.00774,0.0052,0.00019,0.02974,1
"yr.w[1,1,1]",0.25302,0.06391,0.24956,0.13827,0.38602,1
"yr.w[2,1,1]",0.3387,0.06318,0.33853,0.21635,0.46328,1
"yr.w[3,1,1]",0.17431,0.04118,0.17182,0.10102,0.26223,1
"yr.w[4,1,1]",0.11719,0.03036,0.11519,0.06429,0.18216,1
"yr.w[5,1,1]",0.11678,0.02907,0.1145,0.06618,0.17953,1
"yr.w[1,2,1]",0.25069,0.06299,0.24765,0.13565,0.38352,1
"yr.w[2,2,1]",0.33831,0.06157,0.33755,0.21955,0.46144,1
"yr.w[3,2,1]",0.17605,0.04056,0.17366,0.10361,0.26227,1
"yr.w[4,2,1]",0.11855,0.03037,0.1165,0.06541,0.18449,1
"yr.w[5,2,1]",0.1164,0.02832,0.11453,0.06618,0.17677,1
"yr.w[1,1,2]",0.21889,0.04016,0.21786,0.14454,0.2999,1
"yr.w[2,1,2]",0.25554,0.04358,0.25463,0.17358,0.34358,1
"yr.w[3,1,2]",0.1632,0.02846,0.16251,0.11006,0.22107,1
"yr.w[4,1,2]",0.16485,0.02749,0.16292,0.11551,0.22313,1
"yr.w[5,1,2]",0.19752,0.03087,0.19616,0.14169,0.26338,1
"yr.w[1,2,2]",0.2697,0.06877,0.26649,0.14131,0.40881,1
"yr.w[2,2,2]",0.20998,0.04343,0.20709,0.13035,0.30169,1
"yr.w[3,2,2]",0.23551,0.0425,0.23539,0.15334,0.31782,1
"yr.w[4,2,2]",0.17561,0.05193,0.17934,0.08006,0.27477,1
"yr.w[5,2,2]",0.1092,0.03407,0.11164,0.0489,0.17445,1
